claim_id,sku,laptop_model,component_name,claim_date,failure_symptom,days_in_service_at_failure,repair_cost_usd,resolution
WC-00601,N2-FAN-0015,NimbusPad 2-in-1,Cooling Fan,2024-08-14,Overheating,745,35.2,Repaired
WC-00602,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2026-05-02,Loud grinding noise,489,243.29,Replaced
WC-00603,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2026-01-31,Fan not spinning,851,120.18,Replaced
WC-00604,AP1-FAN-0250,AeroBook Pro 14,Cooling Fan,2024-09-29,Overheating,51,224.28,Refunded
WC-00605,AA1-MB-0023,AeroBook Air 13,Motherboard,2024-08-09,Won't power on,113,221.67,Pending
WC-00606,N2-KB-0061,NimbusPad 2-in-1,Keyboard Assembly,2025-06-22,Backlight failure,264,177.46,Repaired
WC-00607,T1-BAT-0169,TravelLite 12,Battery,2025-07-25,Swelling detected,774,45.07,Refunded
WC-00608,WEX-MB-0205,WorkHorse EliteBook X,Motherboard,2025-12-20,Overheating / thermal shutdown,914,44.67,Repaired
WC-00609,T1-MB-0168,TravelLite 12,Motherboard,2025-05-31,No display output,683,60.08,Pending
WC-00610,AA1-DSP-0280,AeroBook Air 13,Display Panel,2024-11-18,Backlight bleed,342,255.78,Pending
WC-00611,T1G-FAN-0233,TitanForce 15 Gaming,Cooling Fan,2025-03-16,Overheating,341,188.4,Repaired
WC-00612,T1-BAT-0116,TravelLite 12,Battery,2025-07-17,Battery not detected,270,117.6,Pending
WC-00613,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2025-02-10,Won't power on,753,24.88,Refunded
WC-00614,T1-KB-0182,TravelLite 12,Keyboard Assembly,2025-06-14,Keys unresponsive,921,101.02,Refunded
WC-00615,T1G-FAN-0298,TitanForce 15 Gaming,Cooling Fan,2024-08-07,Fan not spinning,32,234.88,Refunded
WC-00616,T1G-KB-0276,TitanForce 15 Gaming,Keyboard Assembly,2025-06-07,Backlight failure,594,278.89,Repaired
WC-00617,AP1-FAN-0033,AeroBook Pro 14,Cooling Fan,2025-04-16,Fan not spinning,169,54.45,Refunded
WC-00618,N2-KB-0268,NimbusPad 2-in-1,Keyboard Assembly,2024-09-12,Keys unresponsive,272,246.16,Replaced
WC-00619,T1G-DSP-0172,TitanForce 15 Gaming,Display Panel,2025-08-05,Dead pixels,761,37.0,Refunded
WC-00620,AA1-KB-0239,AeroBook Air 13,Keyboard Assembly,2024-06-26,Sticky keys,855,271.22,Replaced
WC-00621,T1-KB-0182,TravelLite 12,Keyboard Assembly,2024-11-03,Keys unresponsive,758,245.38,Pending
WC-00622,T1G-SSD-0024,TitanForce 15 Gaming,SSD Storage,2024-02-27,Data corruption,366,265.74,Pending
WC-00623,AA1-RAM-0127,AeroBook Air 13,RAM Module,2026-06-07,Blue screen / crashes,900,234.56,Replaced
WC-00624,N2-FAN-0193,NimbusPad 2-in-1,Cooling Fan,2025-10-09,Fan not spinning,65,101.86,Replaced
WC-00625,N2-RAM-0097,NimbusPad 2-in-1,RAM Module,2025-08-01,Blue screen / crashes,344,158.18,Repaired
WC-00626,WEX-RAM-0049,WorkHorse EliteBook X,RAM Module,2025-11-20,Memory not detected,466,229.56,Replaced
WC-00627,T1-DSP-0069,TravelLite 12,Display Panel,2024-10-23,Screen flicker,161,52.67,Replaced
WC-00628,WEX-FAN-0149,WorkHorse EliteBook X,Cooling Fan,2026-02-02,Loud grinding noise,571,128.77,Replaced
WC-00629,WEX-MB-0123,WorkHorse EliteBook X,Motherboard,2025-03-20,Random shutdowns,790,53.44,Repaired
WC-00630,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2025-10-29,Random shutdowns,584,190.56,Repaired
WC-00631,T1-SSD-0077,TravelLite 12,SSD Storage,2024-09-29,Data corruption,341,210.15,Replaced
WC-00632,T1-MB-0037,TravelLite 12,Motherboard,2025-02-27,Overheating / thermal shutdown,384,114.27,Refunded
WC-00633,WEX-FAN-0106,WorkHorse EliteBook X,Cooling Fan,2025-11-02,Loud grinding noise,798,101.87,Refunded
WC-00634,AA1-BAT-0187,AeroBook Air 13,Battery,2026-04-02,Swelling detected,648,56.56,Replaced
WC-00635,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2024-08-27,Loud grinding noise,711,121.54,Replaced
WC-00636,T1-MB-0037,TravelLite 12,Motherboard,2024-02-25,Random shutdowns,981,191.99,Repaired
WC-00637,T1G-KB-0262,TitanForce 15 Gaming,Keyboard Assembly,2026-04-19,Sticky keys,24,112.83,Replaced
WC-00638,N2-BAT-0092,NimbusPad 2-in-1,Battery,2025-04-27,Won't hold charge,349,74.57,Repaired
WC-00639,T1G-BAT-0064,TitanForce 15 Gaming,Battery,2025-06-19,Swelling detected,571,152.66,Repaired
WC-00640,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2025-11-15,Keys unresponsive,395,181.16,Replaced
WC-00641,WEX-CAM-0081,WorkHorse EliteBook X,Webcam Module,2024-03-02,Blurry/no image,215,239.92,Refunded
WC-00642,WEX-RAM-0016,WorkHorse EliteBook X,RAM Module,2025-11-01,Blue screen / crashes,78,125.76,Refunded
WC-00643,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2025-11-06,Fan not spinning,895,45.75,Refunded
WC-00644,T1G-KB-0262,TitanForce 15 Gaming,Keyboard Assembly,2025-10-26,Sticky keys,246,294.24,Replaced
WC-00645,WEX-FAN-0271,WorkHorse EliteBook X,Cooling Fan,2025-05-11,Overheating,554,40.09,Repaired
WC-00646,T1-FAN-0154,TravelLite 12,Cooling Fan,2025-04-13,Overheating,958,218.05,Replaced
WC-00647,T1-MB-0078,TravelLite 12,Motherboard,2025-06-26,No display output,351,154.63,Repaired
WC-00648,AP1-FAN-0006,AeroBook Pro 14,Cooling Fan,2025-12-01,Fan not spinning,373,193.19,Repaired
WC-00649,AP1-MB-0300,AeroBook Pro 14,Motherboard,2025-05-28,No display output,841,32.67,Refunded
WC-00650,AA1-MB-0264,AeroBook Air 13,Motherboard,2026-04-14,Won't power on,976,173.16,Refunded
WC-00651,T1-BAT-0071,TravelLite 12,Battery,2024-12-15,Swelling detected,682,54.12,Pending
WC-00652,AA1-BAT-0159,AeroBook Air 13,Battery,2025-11-25,Battery not detected,903,193.27,Repaired
WC-00653,WEX-SSD-0128,WorkHorse EliteBook X,SSD Storage,2025-08-09,Boot failure,446,291.6,Refunded
WC-00654,N2-MB-0138,NimbusPad 2-in-1,Motherboard,2024-05-14,Random shutdowns,678,54.49,Repaired
WC-00655,AP1-MB-0259,AeroBook Pro 14,Motherboard,2024-11-12,Random shutdowns,450,298.77,Repaired
WC-00656,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2025-08-01,Loud grinding noise,335,34.33,Replaced
WC-00657,T1-BAT-0058,TravelLite 12,Battery,2026-05-09,Won't hold charge,754,23.4,Refunded
WC-00658,AA1-MB-0264,AeroBook Air 13,Motherboard,2025-02-27,Overheating / thermal shutdown,320,141.26,Refunded
WC-00659,T1G-DSP-0048,TitanForce 15 Gaming,Display Panel,2024-07-11,Dead pixels,144,67.65,Refunded
WC-00660,AA1-MB-0184,AeroBook Air 13,Motherboard,2025-09-19,Random shutdowns,620,81.17,Replaced
WC-00661,AA1-FAN-0110,AeroBook Air 13,Cooling Fan,2025-12-05,Fan not spinning,147,158.16,Pending
WC-00662,T1-RAM-0213,TravelLite 12,RAM Module,2025-01-17,Blue screen / crashes,882,125.43,Pending
WC-00663,WEX-MB-0044,WorkHorse EliteBook X,Motherboard,2024-07-16,Random shutdowns,43,131.45,Replaced
WC-00664,T1G-FAN-0277,TitanForce 15 Gaming,Cooling Fan,2025-02-26,Loud grinding noise,770,206.33,Repaired
WC-00665,WEX-MB-0229,WorkHorse EliteBook X,Motherboard,2024-03-08,Random shutdowns,959,287.09,Pending
WC-00666,T1G-KB-0262,TitanForce 15 Gaming,Keyboard Assembly,2025-05-16,Backlight failure,342,262.03,Repaired
WC-00667,T1-CAM-0134,TravelLite 12,Webcam Module,2026-03-05,Camera not detected,632,224.57,Pending
WC-00668,N2-DSP-0217,NimbusPad 2-in-1,Display Panel,2025-02-07,Backlight bleed,971,226.6,Replaced
WC-00669,AA1-BAT-0159,AeroBook Air 13,Battery,2025-04-07,Swelling detected,856,265.16,Repaired
WC-00670,AA1-BAT-0159,AeroBook Air 13,Battery,2025-02-09,Battery not detected,50,173.94,Replaced
WC-00671,N2-KB-0061,NimbusPad 2-in-1,Keyboard Assembly,2025-03-26,Sticky keys,915,101.8,Refunded
WC-00672,WEX-BAT-0145,WorkHorse EliteBook X,Battery,2025-03-08,Swelling detected,637,276.92,Repaired
WC-00673,WEX-BAT-0145,WorkHorse EliteBook X,Battery,2025-10-23,Swelling detected,102,220.95,Replaced
WC-00674,T1-BAT-0058,TravelLite 12,Battery,2025-08-22,Battery not detected,569,53.56,Pending
WC-00675,AP1-MB-0098,AeroBook Pro 14,Motherboard,2024-01-26,Random shutdowns,474,183.24,Repaired
WC-00676,N2-CAM-0265,NimbusPad 2-in-1,Webcam Module,2024-04-02,Blurry/no image,341,212.14,Repaired
WC-00677,AA1-KB-0216,AeroBook Air 13,Keyboard Assembly,2024-05-06,Keys unresponsive,126,216.27,Refunded
WC-00678,N2-DSP-0028,NimbusPad 2-in-1,Display Panel,2025-12-25,Screen flicker,754,240.45,Repaired
WC-00679,T1-BAT-0117,TravelLite 12,Battery,2025-01-24,Won't hold charge,796,63.7,Refunded
WC-00680,T1G-BAT-0171,TitanForce 15 Gaming,Battery,2025-11-06,Won't hold charge,176,262.61,Repaired
WC-00681,T1G-DSP-0234,TitanForce 15 Gaming,Display Panel,2024-02-22,Screen flicker,325,103.21,Pending
WC-00682,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2024-07-04,Loud grinding noise,930,52.5,Repaired
WC-00683,AP1-SSD-0003,AeroBook Pro 14,SSD Storage,2026-02-22,Data corruption,22,145.71,Pending
WC-00684,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2024-01-06,Overheating / thermal shutdown,253,76.81,Pending
WC-00685,T1-SSD-0141,TravelLite 12,SSD Storage,2025-03-28,Boot failure,625,186.03,Repaired
WC-00686,AA1-MB-0264,AeroBook Air 13,Motherboard,2024-10-11,Random shutdowns,60,67.68,Replaced
WC-00687,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2024-02-07,Loud grinding noise,884,24.24,Refunded
WC-00688,T1-KB-0101,TravelLite 12,Keyboard Assembly,2024-03-30,Keys unresponsive,121,133.83,Repaired
WC-00689,AP1-BAT-0051,AeroBook Pro 14,Battery,2024-10-18,Battery not detected,686,212.08,Repaired
WC-00690,AA1-FAN-0294,AeroBook Air 13,Cooling Fan,2026-02-06,Overheating,378,280.47,Replaced
WC-00691,T1G-FAN-0233,TitanForce 15 Gaming,Cooling Fan,2024-11-26,Fan not spinning,929,123.0,Replaced
WC-00692,WEX-MB-0229,WorkHorse EliteBook X,Motherboard,2026-05-13,Won't power on,309,149.18,Replaced
WC-00693,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2024-10-08,Sticky keys,549,132.92,Repaired
WC-00694,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2025-09-18,Keys unresponsive,121,177.84,Replaced
WC-00695,AA1-KB-0151,AeroBook Air 13,Keyboard Assembly,2025-12-06,Backlight failure,966,239.63,Refunded
WC-00696,T1-CAM-0134,TravelLite 12,Webcam Module,2026-05-18,Blurry/no image,275,164.74,Refunded
WC-00697,T1-BAT-0278,TravelLite 12,Battery,2025-09-21,Battery not detected,518,163.12,Pending
WC-00698,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2024-07-03,Random shutdowns,735,97.79,Repaired
WC-00699,T1-DSP-0002,TravelLite 12,Display Panel,2024-01-25,Screen flicker,650,242.07,Repaired
WC-00700,T1G-BAT-0241,TitanForce 15 Gaming,Battery,2025-02-28,Swelling detected,56,110.13,Repaired
WC-00701,AA1-FAN-0005,AeroBook Air 13,Cooling Fan,2024-07-25,Overheating,298,87.51,Replaced
WC-00702,N2-BAT-0092,NimbusPad 2-in-1,Battery,2025-06-02,Battery not detected,341,233.6,Replaced
WC-00703,T1-FAN-0207,TravelLite 12,Cooling Fan,2024-12-15,Fan not spinning,751,177.14,Replaced
WC-00704,T1G-BAT-0252,TitanForce 15 Gaming,Battery,2024-07-17,Swelling detected,863,111.31,Pending
WC-00705,T1G-FAN-0275,TitanForce 15 Gaming,Cooling Fan,2026-03-27,Loud grinding noise,671,53.69,Repaired
WC-00706,AP1-BAT-0189,AeroBook Pro 14,Battery,2026-06-04,Battery not detected,927,110.51,Pending
WC-00707,T1-BAT-0278,TravelLite 12,Battery,2024-02-27,Battery not detected,316,176.01,Refunded
WC-00708,T1-MB-0168,TravelLite 12,Motherboard,2024-01-20,Random shutdowns,601,210.37,Refunded
WC-00709,AP1-RAM-0020,AeroBook Pro 14,RAM Module,2024-06-01,Memory not detected,870,23.88,Pending
WC-00710,AP1-BAT-0189,AeroBook Pro 14,Battery,2026-05-12,Won't hold charge,594,187.62,Repaired
WC-00711,T1-KB-0182,TravelLite 12,Keyboard Assembly,2026-06-04,Sticky keys,732,259.48,Replaced
WC-00712,AA1-FAN-0086,AeroBook Air 13,Cooling Fan,2024-03-29,Fan not spinning,908,82.73,Pending
WC-00713,AP1-KB-0251,AeroBook Pro 14,Keyboard Assembly,2024-11-05,Keys unresponsive,547,101.16,Replaced
WC-00714,T1-BAT-0116,TravelLite 12,Battery,2024-02-08,Won't hold charge,945,41.39,Replaced
WC-00715,T1G-BAT-0241,TitanForce 15 Gaming,Battery,2025-05-27,Won't hold charge,204,111.93,Pending
WC-00716,WEX-FAN-0220,WorkHorse EliteBook X,Cooling Fan,2025-06-20,Fan not spinning,804,108.29,Replaced
WC-00717,WEX-BAT-0249,WorkHorse EliteBook X,Battery,2025-06-12,Battery not detected,145,73.48,Replaced
WC-00718,N2-CAM-0144,NimbusPad 2-in-1,Webcam Module,2025-12-31,Camera not detected,14,103.63,Replaced
WC-00719,T1-FAN-0207,TravelLite 12,Cooling Fan,2025-08-31,Loud grinding noise,351,148.06,Replaced
WC-00720,N2-SSD-0036,NimbusPad 2-in-1,SSD Storage,2026-02-23,Drive not detected,773,104.06,Refunded
WC-00721,T1G-BAT-0194,TitanForce 15 Gaming,Battery,2024-08-02,Swelling detected,215,69.88,Refunded
WC-00722,T1-FAN-0163,TravelLite 12,Cooling Fan,2026-03-02,Fan not spinning,697,48.53,Repaired
WC-00723,AP1-BAT-0051,AeroBook Pro 14,Battery,2024-04-27,Won't hold charge,991,192.54,Replaced
WC-00724,WEX-FAN-0065,WorkHorse EliteBook X,Cooling Fan,2024-12-24,Overheating,336,92.25,Refunded
WC-00725,T1-FAN-0173,TravelLite 12,Cooling Fan,2024-06-24,Loud grinding noise,328,189.78,Refunded
WC-00726,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2024-02-21,Random shutdowns,39,149.16,Replaced
WC-00727,T1-MB-0037,TravelLite 12,Motherboard,2024-02-25,Won't power on,446,126.7,Pending
WC-00728,AA1-BAT-0187,AeroBook Air 13,Battery,2024-11-15,Swelling detected,847,71.47,Replaced
WC-00729,AP1-MB-0296,AeroBook Pro 14,Motherboard,2026-02-12,Overheating / thermal shutdown,591,52.56,Pending
WC-00730,AP1-FAN-0033,AeroBook Pro 14,Cooling Fan,2024-11-13,Overheating,669,217.41,Pending
WC-00731,WEX-FAN-0148,WorkHorse EliteBook X,Cooling Fan,2024-08-17,Loud grinding noise,891,270.27,Refunded
WC-00732,T1G-FAN-0275,TitanForce 15 Gaming,Cooling Fan,2025-02-05,Loud grinding noise,726,276.42,Refunded
WC-00733,T1-FAN-0238,TravelLite 12,Cooling Fan,2024-11-28,Fan not spinning,509,23.63,Pending
WC-00734,T1-MB-0037,TravelLite 12,Motherboard,2025-05-05,Overheating / thermal shutdown,876,63.68,Refunded
WC-00735,AA1-MB-0184,AeroBook Air 13,Motherboard,2024-05-10,Won't power on,425,248.0,Replaced
WC-00736,AP1-MB-0098,AeroBook Pro 14,Motherboard,2025-10-27,Won't power on,821,101.1,Pending
WC-00737,WEX-MB-0123,WorkHorse EliteBook X,Motherboard,2025-02-27,Random shutdowns,645,84.45,Repaired
WC-00738,AP1-MB-0296,AeroBook Pro 14,Motherboard,2025-01-28,Won't power on,358,74.35,Pending
WC-00739,N2-KB-0237,NimbusPad 2-in-1,Keyboard Assembly,2025-03-21,Backlight failure,816,112.53,Repaired
WC-00740,AA1-FAN-0056,AeroBook Air 13,Cooling Fan,2025-11-16,Loud grinding noise,767,280.3,Pending
WC-00741,N2-CAM-0038,NimbusPad 2-in-1,Webcam Module,2025-09-02,Blurry/no image,343,173.2,Pending
WC-00742,AA1-FAN-0056,AeroBook Air 13,Cooling Fan,2025-02-19,Loud grinding noise,622,45.99,Pending
WC-00743,AP1-MB-0098,AeroBook Pro 14,Motherboard,2025-10-22,Won't power on,102,77.02,Repaired
WC-00744,T1-CAM-0267,TravelLite 12,Webcam Module,2026-02-12,Camera not detected,785,56.82,Repaired
WC-00745,AA1-RAM-0140,AeroBook Air 13,RAM Module,2024-10-25,Memory not detected,640,179.71,Repaired
WC-00746,T1G-BAT-0064,TitanForce 15 Gaming,Battery,2026-06-17,Swelling detected,316,177.53,Refunded
WC-00747,T1G-KB-0276,TitanForce 15 Gaming,Keyboard Assembly,2025-03-21,Backlight failure,947,113.12,Replaced
WC-00748,WEX-KB-0176,WorkHorse EliteBook X,Keyboard Assembly,2025-09-18,Backlight failure,423,256.58,Refunded
WC-00749,T1-BAT-0018,TravelLite 12,Battery,2025-07-16,Won't hold charge,10,215.46,Refunded
WC-00750,T1-MB-0037,TravelLite 12,Motherboard,2024-10-15,Won't power on,250,138.04,Pending
WC-00751,AP1-BAT-0189,AeroBook Pro 14,Battery,2025-12-29,Swelling detected,425,123.75,Repaired
WC-00752,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2025-05-01,Loud grinding noise,202,173.3,Refunded
WC-00753,AA1-BAT-0254,AeroBook Air 13,Battery,2024-06-06,Swelling detected,903,205.97,Repaired
WC-00754,AA1-FAN-0005,AeroBook Air 13,Cooling Fan,2025-10-25,Loud grinding noise,157,220.58,Pending
WC-00755,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2024-05-19,Loud grinding noise,150,198.04,Pending
WC-00756,AP1-MB-0259,AeroBook Pro 14,Motherboard,2026-03-18,Overheating / thermal shutdown,648,66.24,Pending
WC-00757,T1-MB-0168,TravelLite 12,Motherboard,2025-04-05,Overheating / thermal shutdown,373,79.34,Pending
WC-00758,AA1-MB-0184,AeroBook Air 13,Motherboard,2025-08-14,Overheating / thermal shutdown,877,223.31,Refunded
WC-00759,AA1-MB-0125,AeroBook Air 13,Motherboard,2025-07-13,No display output,44,293.8,Pending
WC-00760,N2-FAN-0211,NimbusPad 2-in-1,Cooling Fan,2024-04-25,Overheating,503,289.1,Replaced
WC-00761,WEX-MB-0044,WorkHorse EliteBook X,Motherboard,2026-01-18,No display output,486,162.33,Replaced
WC-00762,T1-MB-0078,TravelLite 12,Motherboard,2025-10-07,Won't power on,710,195.6,Refunded
WC-00763,AA1-SSD-0186,AeroBook Air 13,SSD Storage,2024-12-17,Drive not detected,807,18.07,Pending
WC-00764,T1G-FAN-0158,TitanForce 15 Gaming,Cooling Fan,2025-04-25,Overheating,761,109.48,Refunded
WC-00765,WEX-BAT-0292,WorkHorse EliteBook X,Battery,2026-03-28,Swelling detected,306,62.74,Refunded
WC-00766,T1-FAN-0218,TravelLite 12,Cooling Fan,2025-07-31,Fan not spinning,72,194.35,Repaired
WC-00767,T1-FAN-0173,TravelLite 12,Cooling Fan,2025-11-03,Fan not spinning,838,225.15,Replaced
WC-00768,N2-FAN-0088,NimbusPad 2-in-1,Cooling Fan,2024-03-25,Loud grinding noise,527,36.91,Refunded
WC-00769,N2-KB-0080,NimbusPad 2-in-1,Keyboard Assembly,2025-09-22,Sticky keys,291,259.49,Replaced
WC-00770,AA1-RAM-0223,AeroBook Air 13,RAM Module,2025-09-10,Blue screen / crashes,941,183.65,Repaired
WC-00771,N2-FAN-0198,NimbusPad 2-in-1,Cooling Fan,2025-01-13,Loud grinding noise,277,238.02,Repaired
WC-00772,N2-MB-0152,NimbusPad 2-in-1,Motherboard,2026-03-29,Won't power on,361,295.46,Repaired
WC-00773,T1-KB-0182,TravelLite 12,Keyboard Assembly,2026-04-21,Keys unresponsive,867,156.35,Pending
WC-00774,T1-BAT-0235,TravelLite 12,Battery,2024-08-31,Battery not detected,460,221.91,Repaired
WC-00775,WEX-FAN-0065,WorkHorse EliteBook X,Cooling Fan,2026-01-21,Fan not spinning,65,198.04,Replaced
WC-00776,WEX-RAM-0016,WorkHorse EliteBook X,RAM Module,2025-04-20,Memory not detected,497,100.89,Repaired
WC-00777,T1-BAT-0117,TravelLite 12,Battery,2025-12-23,Swelling detected,495,89.85,Pending
WC-00778,AA1-FAN-0005,AeroBook Air 13,Cooling Fan,2026-03-27,Fan not spinning,401,208.37,Replaced
WC-00779,AP1-FAN-0033,AeroBook Pro 14,Cooling Fan,2025-06-28,Overheating,372,287.51,Pending
WC-00780,WEX-SSD-0185,WorkHorse EliteBook X,SSD Storage,2025-10-29,Data corruption,353,92.04,Replaced
WC-00781,N2-KB-0080,NimbusPad 2-in-1,Keyboard Assembly,2025-08-21,Sticky keys,482,235.35,Repaired
WC-00782,WEX-FAN-0220,WorkHorse EliteBook X,Cooling Fan,2025-08-25,Loud grinding noise,542,111.16,Repaired
WC-00783,AA1-DSP-0095,AeroBook Air 13,Display Panel,2024-01-11,Backlight bleed,18,252.03,Replaced
WC-00784,AA1-MB-0125,AeroBook Air 13,Motherboard,2025-06-21,Won't power on,711,142.09,Repaired
WC-00785,T1-FAN-0218,TravelLite 12,Cooling Fan,2024-09-14,Loud grinding noise,44,21.75,Replaced
WC-00786,AA1-BAT-0017,AeroBook Air 13,Battery,2025-08-31,Battery not detected,925,253.11,Replaced
WC-00787,N2-FAN-0211,NimbusPad 2-in-1,Cooling Fan,2024-05-02,Loud grinding noise,886,187.34,Pending
WC-00788,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2025-10-25,Overheating,832,290.64,Replaced
WC-00789,T1G-KB-0209,TitanForce 15 Gaming,Keyboard Assembly,2024-09-16,Sticky keys,488,203.24,Replaced
WC-00790,T1G-BAT-0194,TitanForce 15 Gaming,Battery,2024-10-10,Swelling detected,718,272.47,Refunded
WC-00791,AA1-RAM-0082,AeroBook Air 13,RAM Module,2026-03-10,Blue screen / crashes,293,236.48,Pending
WC-00792,T1-MB-0120,TravelLite 12,Motherboard,2024-03-02,No display output,988,246.65,Repaired
WC-00793,N2-MB-0137,NimbusPad 2-in-1,Motherboard,2025-05-18,Random shutdowns,634,126.9,Pending
WC-00794,T1-MB-0037,TravelLite 12,Motherboard,2025-07-07,Overheating / thermal shutdown,233,189.98,Replaced
WC-00795,T1G-FAN-0275,TitanForce 15 Gaming,Cooling Fan,2026-01-02,Fan not spinning,115,24.94,Replaced
WC-00796,T1G-DSP-0172,TitanForce 15 Gaming,Display Panel,2024-09-13,Screen flicker,29,270.51,Repaired
WC-00797,AA1-FAN-0197,AeroBook Air 13,Cooling Fan,2024-01-01,Loud grinding noise,690,126.29,Repaired
WC-00798,WEX-MB-0210,WorkHorse EliteBook X,Motherboard,2025-02-04,Won't power on,537,216.67,Pending
WC-00799,WEX-FAN-0149,WorkHorse EliteBook X,Cooling Fan,2025-02-17,Overheating,809,246.5,Replaced
WC-00800,WEX-MB-0166,WorkHorse EliteBook X,Motherboard,2024-01-04,Overheating / thermal shutdown,987,211.44,Pending
